,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
634762,2634361,HJ209027,27/02/2003 21:02,006XX S ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1133,11,24,27,18,1153142,1897040,2003,15/04/2016 08:55,41.87332579,-87.71320882,"(41.873326, -87.713209)"
5884144,8983477,HW119234,16/01/2013 08:45,027XX W HIRSCH ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,APARTMENT,TRUE,FALSE,1423,14,26,24,18,1157943,1909198,2013,04/02/2016 06:33,41.90659191,-87.69524998,"(41.906592, -87.69525)"
5112028,4011675,HL295676,14/04/2005 21:37,066XX S HALSTED ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,723,7,6,68,18,1172107,1861014,2005,15/04/2016 08:55,41.77406997,-87.64463945,"(41.77407, -87.644639)"
1262503,1633385,G405330,11/07/2001 15:10,025XX W WABANSIA AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1434,14,,,18,1159334,1911179,2001,17/08/2015 15:03,41.91199942,-87.6900857,"(41.911999, -87.690086)"
2442991,7764678,HS572726,19/10/2010 19:26,040XX W JACKSON BLVD,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,1115,11,28,26,18,1149571,1898382,2010,04/02/2016 06:33,41.87707843,-87.72628497,"(41.877078, -87.726285)"
3726967,8390932,HT623408,08/12/2011 14:00,050XX W QUINCY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1142913,1898534,2011,04/02/2016 06:33,41.87762216,-87.7507277,"(41.877622, -87.750728)"
2596851,3940358,HL219631,06/03/2005 22:52,062XX S LAFLIN ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,713,7,16,67,18,1167400,1863456,2005,15/04/2016 08:55,41.78087326,-87.66182451,"(41.780873, -87.661825)"
3371869,6533001,HP603504,01/10/2008 15:05,024XX W TAYLOR ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1135,11,28,28,18,1160239,1895637,2008,04/02/2016 06:33,41.86933217,-87.68719095,"(41.869332, -87.687191)"
5622137,5504702,HN321278,04/05/2007 00:30,106XX S MILLARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2211,22,19,74,18,1153900,1833704,2007,15/04/2016 08:55,41.69950732,-87.71210595,"(41.699507, -87.712106)"
3097009,4520260,HL739599,16/11/2005 20:08,054XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,934,9,20,61,18,1171892,1868942,2005,15/04/2016 08:55,41.79583002,-87.645195,"(41.79583, -87.645195)"
2401913,7577563,HS381846,27/06/2010 16:31,009XX N LAVERGNE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1531,15,37,25,18,1142857,1905614,2010,04/02/2016 06:33,41.89705158,-87.75075683,"(41.897052, -87.750757)"
5046081,3871051,HL163258,04/02/2005 11:30,043XX W POTOMAC AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2534,25,37,23,18,1147115,1908300,2005,15/04/2016 08:55,41.90434184,-87.73504886,"(41.904342, -87.735049)"
1161745,1432208,G139175,10/03/2001 22:50,056XX S LOOMIS ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,713,7,,,18,1167996,1867418,2001,17/08/2015 15:03,41.79173268,-87.65952562,"(41.791733, -87.659526)"
309531,1926882,HH101555,01/01/2002 19:23,100XX S YATES AV,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,431,4,,,18,1194144,1838972,2002,15/04/2016 08:55,41.71307221,-87.56457912,"(41.713072, -87.564579)"
3962671,8765506,HV433041,16/08/2012 11:00,059XX S WINCHESTER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,714,7,15,67,18,1164373,1865287,2012,04/02/2016 06:33,41.78596209,-87.67287055,"(41.785962, -87.672871)"
4995137,3620376,HK652927,28/09/2004 10:30,032XX N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1634,16,30,15,18,1141792,1921221,2004,15/04/2016 08:55,41.93989863,-87.75428142,"(41.939899, -87.754281)"
6188553,2223882,HH469391,26/06/2002 18:30,049XX W WABANSIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,2533,25,37,25,18,1143102,1910849,2002,15/04/2016 08:55,41.91141243,-87.74972616,"(41.911412, -87.749726)"
2363498,7519127,HS322743,23/05/2010 20:30,043XX W HIRSCH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2534,25,37,23,18,1147256,1908963,2010,04/02/2016 06:33,41.90615848,-87.73451392,"(41.906158, -87.734514)"
798457,2785725,HJ411759,06/06/2003 19:12,032XX W DIVERSEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1412,14,35,21,18,1154389,1918441,2003,15/04/2016 08:55,41.93202727,-87.70805773,"(41.932027, -87.708058)"
4830297,3537007,HK611254,08/09/2004 20:20,039XX W GRENSHAW ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1132,11,24,29,18,1150362,1894752,2004,15/04/2016 08:55,41.86710191,-87.72347532,"(41.867102, -87.723475)"
2068956,3235017,HK204848,25/02/2004 23:30,003XX E 63RD ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,311,3,20,40,18,1179764,1863319,2004,15/04/2016 08:55,41.78022343,-87.61650012,"(41.780223, -87.6165)"
3973904,5612307,HN410193,16/06/2007 11:40,033XX W WABANSIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1422,14,26,23,18,1153770,1911099,2007,15/04/2016 08:55,41.91189258,-87.71052843,"(41.911893, -87.710528)"
1066113,10251870,HY439586,26/09/2015 20:15,057XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,713,7,16,67,18,1167319,1866621,2015,09/10/2015 15:58,41.78956015,-87.66203088,"(41.78956, -87.662031)"
4201393,8542972,HV218789,28/03/2012 21:19,037XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151145,1905078,2012,04/02/2016 06:33,41.89542227,-87.72033003,"(41.895422, -87.72033)"
2195222,7348562,HS150251,03/02/2010 21:55,038XX W CHICAGO AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,1112,11,27,23,18,1150776,1905070,2010,04/02/2016 06:33,41.89540754,-87.7216855,"(41.895408, -87.721685)"
4208946,9271523,HW416246,20/08/2013 15:40,072XX S WENTWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,731,7,17,69,18,1176209,1857070,2013,04/02/2016 06:33,41.76315606,-87.62972066,"(41.763156, -87.629721)"
2400267,7575619,HS379308,26/06/2010 01:28,015XX N KINGSBURY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1822,18,32,8,18,1169588,1910119,2010,04/02/2016 06:33,41.90887352,-87.65244656,"(41.908874, -87.652447)"
2115104,7120027,HR529103,10/09/2009 10:02,015XX W 115TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,524,5,34,53,18,1168330,1828471,2009,04/02/2016 06:33,41.68484934,-87.65941922,"(41.684849, -87.659419)"
947896,10012794,HY202566,29/03/2015 11:01,036XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1151710,1907749,2015,17/08/2015 15:03,41.90274066,-87.71818457,"(41.902741, -87.718185)"
6133276,2135441,HH369541,13/05/2002 19:20,008XX N CENTRAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1511,15,29,25,18,1138863,1905206,2002,15/04/2016 08:55,41.89600546,-87.76543633,"(41.896005, -87.765436)"
4541363,9663942,HX314134,22/06/2014 12:55,039XX W DIVISION ST,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1112,11,27,23,18,1150081,1907719,2014,04/02/2016 06:33,41.90269024,-87.724169,"(41.90269, -87.724169)"
305679,10169152,HY317129,26/06/2015 17:55,007XX S KEDZIE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1134,11,24,27,18,1155154,1896394,2015,15/04/2016 15:49,41.87151297,-87.70583908,"(41.871513, -87.705839)"
712738,2572826,HJ143454,23/01/2003 22:35,002XX N KILPATRICK AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1113,11,28,25,18,1145017,1900814,2003,15/04/2016 08:55,41.8838393,-87.74294468,"(41.883839, -87.742945)"
3814886,7618977,HS422922,21/07/2010 20:15,031XX N MASON AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,TRUE,FALSE,2514,25,30,19,18,1136173,1920196,2010,04/02/2016 06:33,41.93718822,-87.77495785,"(41.937188, -87.774958)"
791959,2775283,HJ375689,20/05/2003 15:00,011XX N AVERS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1112,11,27,23,18,1150508,1907343,2003,15/04/2016 08:55,41.90165012,-87.72261038,"(41.90165, -87.72261)"
5569692,5641765,HN452506,07/07/2007 20:48,019XX N CENTRAL PARK AVE,2022,NARCOTICS,POSS: COCAINE,APARTMENT,TRUE,FALSE,1422,14,26,22,18,1152066,1912735,2007,15/04/2016 08:55,41.91641569,-87.71674525,"(41.916416, -87.716745)"
496032,2106745,HH326696,23/04/2002 19:05,047XX W HURON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1111,11,28,25,18,1144545,1904215,2002,15/04/2016 08:55,41.89318094,-87.74459224,"(41.893181, -87.744592)"
706646,2562130,HH762649,06/11/2002 10:00,040XX S FEDERAL ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,214,2,3,38,18,1176358,1878122,2002,15/04/2016 08:55,41.82092151,-87.62854199,"(41.820922, -87.628542)"
2203414,7239088,HR653523,20/11/2009 23:25,0000X E 75TH ST,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,323,3,6,69,18,1177868,1855294,2009,04/02/2016 06:33,41.75824512,-87.62369385,"(41.758245, -87.623694)"
2179412,7216948,HR632526,08/11/2009 10:15,024XX E 106TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,TRUE,FALSE,434,4,10,51,18,1194169,1835203,2009,04/02/2016 06:33,41.70272908,-87.56461078,"(41.702729, -87.564611)"
387535,2109833,HH339588,29/04/2002 21:08,084XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,614,6,21,71,18,1167145,1848707,2002,15/04/2016 08:55,41.74040548,-87.66318064,"(41.740405, -87.663181)"
1165995,1467196,G193791,05/04/2001 19:45,050XX W HURON ST,2027,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,TRUE,FALSE,1531,15,,,18,1142553,1904215,2001,17/08/2015 15:03,41.89321822,-87.75190821,"(41.893218, -87.751908)"
2953967,4403105,HL647696,01/10/2005 22:00,008XX W 54TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,934,9,20,61,18,1171612,1869012,2005,15/04/2016 08:55,41.79602825,-87.64621972,"(41.796028, -87.64622)"
4216430,9136840,HW282115,19/05/2013 22:35,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1011,10,24,29,18,1151170,1894442,2013,04/02/2016 06:33,41.86623545,-87.72051715,"(41.866235, -87.720517)"
2059095,7061154,HR468023,05/08/2009 23:45,100XX S STATE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,511,5,9,49,18,1178027,1838473,2009,04/02/2016 06:33,41.71208261,-87.62361949,"(41.712083, -87.623619)"
3507125,4900071,HM415855,15/06/2006 14:50,045XX W CONGRESS PKWY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1131,11,24,26,18,1146330,1897308,2006,15/04/2016 08:55,41.87419354,-87.73821244,"(41.874194, -87.738212)"
3090081,1918566,G766064,23/12/2001 14:13,015XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1012,10,,,18,1149939,1891781,2001,17/08/2015 15:03,41.85895737,-87.7251055,"(41.858957, -87.725105)"
2900104,1360709,G052414,25/01/2001 20:45,050XX W MADISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1533,15,,,18,1142460,1899505,2001,17/08/2015 15:03,41.88029513,-87.75236688,"(41.880295, -87.752367)"
636586,2637820,HJ220651,05/03/2003 22:10,034XX W FLOURNOY ST,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1133,11,24,27,18,1153458,1896817,2003,15/04/2016 08:55,41.87270758,-87.71205454,"(41.872708, -87.712055)"
3017069,1471751,G197102,07/04/2001 10:30,061XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,712,7,,,18,1170745,1863803,2001,17/08/2015 15:03,41.78175313,-87.64955098,"(41.781753, -87.649551)"
3127296,4558944,HL780983,09/12/2005 22:05,062XX S VERNON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,313,3,20,42,18,1180321,1863823,2005,15/04/2016 08:55,41.78159369,-87.61444264,"(41.781594, -87.614443)"
1699575,6400080,HP479610,28/07/2008 12:34,049XX S DREXEL BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,FALSE,2124,2,4,39,18,1183148,1872494,2008,04/02/2016 06:33,41.80532232,-87.60380853,"(41.805322, -87.603809)"
2022628,3181163,HK129778,16/01/2004 23:11,013XX W 14TH ST,2027,NARCOTICS,POSS: CRACK,CHA APARTMENT,TRUE,FALSE,1231,12,2,28,18,1167680,1893521,2004,15/04/2016 08:55,41.86336874,-87.65993409,"(41.863369, -87.659934)"
3637393,8232258,HT432591,04/04/2011 22:38,009XX N LEAMINGTON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,1531,15,37,25,18,1141856,1905682,2011,04/02/2016 06:33,41.89725677,-87.75443172,"(41.897257, -87.754432)"
4024700,8898545,HV572314,22/11/2012 00:55,027XX N CENTRAL AVE,2022,NARCOTICS,POSS: COCAINE,STREET,TRUE,FALSE,2514,25,30,19,18,1138577,1917476,2012,04/02/2016 06:33,41.92968095,-87.76618877,"(41.929681, -87.766189)"
5891876,9056210,HW179997,05/03/2013 10:55,033XX W CHICAGO AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153755,1905130,2013,04/02/2016 06:33,41.89551339,-87.71074269,"(41.895513, -87.710743)"
1312049,1652293,G433916,24/07/2001 23:50,024XX N CENTRAL AV,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2515,25,,,18,1138603,1915431,2001,17/08/2015 15:03,41.92406877,-87.76614294,"(41.924069, -87.766143)"
2147046,7170259,HR580141,09/10/2009 21:35,087XX S SAGINAW AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,423,4,7,46,18,1195392,1847638,2009,04/02/2016 06:33,41.73682183,-87.55972339,"(41.736822, -87.559723)"
4044019,8468863,HV145320,04/02/2012 14:18,039XX W 19TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1014,10,24,29,18,1150264,1890343,2012,04/02/2016 06:33,41.855005,-87.72394998,"(41.855005, -87.72395)"
1770280,6508076,HP580552,19/09/2008 11:44,0000X N LATROBE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1522,15,28,25,18,1141380,1899918,2008,04/02/2016 06:33,41.88144845,-87.75632238,"(41.881448, -87.756322)"
3802141,8607744,HV216068,26/03/2012 22:28,022XX S SACRAMENTO AVE,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,TRUE,FALSE,1033,10,12,30,18,1156711,1888894,2012,04/02/2016 06:33,41.85090079,-87.70032572,"(41.850901, -87.700326)"
477396,2081008,HH298705,10/04/2002 20:00,010XX N LAWNDALE AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1112,11,,,18,1151522,1906731,2002,15/04/2016 08:55,41.89995087,-87.71890191,"(41.899951, -87.718902)"
4506977,9879605,HX530207,04/12/2014 16:30,003XX W 64TH ST,2027,NARCOTICS,POSS: CRACK,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,722,7,20,68,18,1175044,1862506,2014,04/02/2016 06:33,41.77809913,-87.63382853,"(41.778099, -87.633829)"
5083448,3935574,HL217184,05/03/2005 15:45,074XX S STATE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,323,3,6,69,18,1177575,1855355,2005,15/04/2016 08:55,41.75841914,-87.62476582,"(41.758419, -87.624766)"
4933317,3693587,HK764811,21/11/2004 12:10,073XX S OGLESBY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,334,3,7,43,18,1193149,1856687,2004,15/04/2016 08:55,41.76170807,-87.56764586,"(41.761708, -87.567646)"
5446014,5331159,HN180654,16/02/2007 21:00,120XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,523,5,9,53,18,1178414,1825317,2007,15/04/2016 08:55,41.67597189,-87.62259975,"(41.675972, -87.6226)"
4100413,8520988,HV198044,15/03/2012 00:57,016XX W VAN BUREN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,TRUE,FALSE,1211,12,2,28,18,1165751,1898237,2012,04/02/2016 06:33,41.87635115,-87.66688087,"(41.876351, -87.666881)"
4291417,9331370,HW475294,01/10/2013 14:25,049XX S PAULINA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,931,9,16,61,18,1165847,1871864,2013,04/02/2016 06:33,41.80397898,-87.6672793,"(41.803979, -87.667279)"
4751013,3438634,HK489469,11/07/2004 23:05,079XX S EXCHANGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,422,4,7,46,18,1197210,1852913,2004,15/04/2016 08:55,41.75125179,-87.55288768,"(41.751252, -87.552888)"
1109890,10416511,HZ154502,17/02/2016 09:59,054XX W IRVING PARK RD,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,1633,16,38,15,18,1139328,1926063,2016,24/02/2016 15:52,41.95323087,-87.76321915,"(41.953231, -87.763219)"
2328873,7369236,HS168528,17/02/2010 08:40,056XX S ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,824,8,16,63,18,1160001,1867170,2010,04/02/2016 06:33,41.79122034,-87.68884876,"(41.79122, -87.688849)"
4143314,9093643,HW230300,12/04/2013 15:40,003XX S SPRINGFIELD AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,TRUE,FALSE,1133,11,28,26,18,1150440,1898296,2013,04/02/2016 06:33,41.87682553,-87.72309648,"(41.876826, -87.723096)"
4316134,9391362,HW534440,15/11/2013 12:54,033XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1153796,1904464,2013,04/02/2016 06:33,41.89368501,-87.71060986,"(41.893685, -87.71061)"
2884563,4358346,HL587254,02/09/2005 12:45,043XX W GLADYS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1131,11,28,26,18,1147512,1898001,2005,15/04/2016 08:55,41.87607264,-87.73385486,"(41.876073, -87.733855)"
5129854,4078518,HL351883,12/05/2005 13:40,010XX E 93RD ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,413,4,8,47,18,1184644,1843522,2005,15/04/2016 08:55,41.72578543,-87.59922875,"(41.725785, -87.599229)"
1469063,10447797,HZ186696,14/03/2016 11:05,049XX N SAWYER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1713,17,39,14,18,1153820,1932630,2016,21/03/2016 15:46,41.97097423,-87.70976936,"(41.970974, -87.709769)"
1291087,1776450,G589898,02/10/2001 01:35,033XX N PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1731,17,,,18,1149107,1921633,2001,17/08/2015 15:03,41.94089046,-87.72738556,"(41.94089, -87.727386)"
2438904,7758615,HS566760,16/10/2010 00:05,014XX W 47TH ST,2027,NARCOTICS,POSS: CRACK,OTHER,TRUE,FALSE,921,9,3,61,18,1167305,1873576,2010,04/02/2016 06:33,41.80864577,-87.66188301,"(41.808646, -87.661883)"
2245360,7304073,HS107566,06/01/2010 12:35,0000X N LARAMIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1532,15,28,25,18,1141707,1900063,2010,04/02/2016 06:33,41.88184031,-87.75511805,"(41.88184, -87.755118)"
5453901,5344719,HM725612,17/11/2006 12:30,002XX N LARAMIE AVE,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,TRUE,FALSE,1532,15,28,25,18,1141672,1901087,2006,15/04/2016 08:55,41.88465094,-87.75522124,"(41.884651, -87.755221)"
2463825,7656686,HS461393,13/08/2010 22:11,012XX N HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1422,14,26,23,18,1153467,1908247,2010,04/02/2016 06:33,41.90407247,-87.7117175,"(41.904072, -87.711718)"
2214685,7256721,HR670503,02/12/2009 11:15,010XX W GARFIELD BLVD,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,712,7,16,68,18,1170478,1868217,2009,04/02/2016 06:33,41.79387148,-87.65040132,"(41.793871, -87.650401)"
1145914,1393636,G095970,16/02/2001 10:55,026XX W HIRSCH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1423,14,,,18,1158554,1909250,2001,17/08/2015 15:03,41.90672211,-87.6930041,"(41.906722, -87.693004)"
5523201,5261910,HN129222,17/01/2007 16:00,044XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1113,11,28,26,18,1146885,1899648,2007,15/04/2016 08:55,41.88060419,-87.73611493,"(41.880604, -87.736115)"
5923994,9192906,HW337571,27/06/2013 12:07,078XX S HERMITAGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,611,6,17,71,18,1166044,1852663,2013,04/02/2016 06:33,41.75128477,-87.66710237,"(41.751285, -87.667102)"
5363591,5133888,HM568372,28/08/2006 23:00,003XX N LONG AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1523,15,28,25,18,1140279,1901839,2006,15/04/2016 08:55,41.88674016,-87.76031817,"(41.88674, -87.760318)"
3129047,4560300,HL774916,06/12/2005 14:36,018XX S KARLOV AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1012,10,24,29,18,1149357,1890612,2005,15/04/2016 08:55,41.85576078,-87.72727214,"(41.855761, -87.727272)"
2708626,7958706,HT191154,06/03/2011 14:03,021XX N KOSTNER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2522,25,30,20,18,1146702,1914058,2011,04/02/2016 06:33,41.92015027,-87.73641873,"(41.92015, -87.736419)"
1398185,1800501,G613889,12/10/2001 19:43,050XX W CHICAGO AV,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1531,15,,,18,1142860,1904813,2001,17/08/2015 15:03,41.89485348,-87.75076579,"(41.894853, -87.750766)"
107915,10547567,HZ293629,04/06/2016 17:52,011XX W 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,612,6,17,71,18,1169917,1852410,2016,11/06/2016 15:53,41.75050733,-87.65291705,"(41.750507, -87.652917)"
5608677,5719796,HN517261,08/08/2007 19:54,013XX W 81ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,613,6,21,71,18,1168950,1851057,2007,15/04/2016 08:55,41.74681544,-87.65649959,"(41.746815, -87.6565)"
1616893,2687001,HJ288005,08/04/2003 17:37,003XX S CICERO AVE,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,TRUE,FALSE,1131,11,24,25,18,1144453,1897831,2003,15/04/2016 08:55,41.87566422,-87.74509084,"(41.875664, -87.745091)"
1188055,1518523,G257103,04/05/2001 23:00,091XX S COTTAGE GROVE AV,2027,NARCOTICS,POSS: CRACK,HOTEL/MOTEL,TRUE,FALSE,633,6,,,18,1183119,1844586,2001,17/08/2015 15:03,41.72874073,-87.60478187,"(41.728741, -87.604782)"
5407437,5211721,HM799872,29/12/2006 13:30,076XX N BOSWORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,2422,24,49,1,18,1164635,1950667,2006,15/04/2016 08:55,42.02024534,-87.66948742,"(42.020245, -87.669487)"
2659219,10229867,HY417296,09/09/2015 20:34,037XX W 77TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,833,8,18,70,18,1153047,1853157,2015,17/09/2015 11:37,41.75290669,-87.71471743,"(41.752907, -87.714717)"
6133017,2134811,HH371654,14/05/2002 17:43,059XX N WINTHROP AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,2433,24,48,77,18,1167780,1939826,2002,15/04/2016 08:55,41.99042996,-87.65822866,"(41.99043, -87.658229)"
6266722,2753894,HJ357287,11/05/2003 21:45,012XX N ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,TRUE,FALSE,1423,14,26,24,18,1159848,1908228,2003,15/04/2016 08:55,41.90389105,-87.68827894,"(41.903891, -87.688279)"
